"","X","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","climate_classification","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","contributor","database","study","spatial_blocks","duration_in_years"
"507",507,513.4,"Canada, Calvert Island",-128.0853667,51.6521,"2017-12-02 16:10:00","2021-06-04 23:30:00","Temperate",7,0.219944729055756,368729,367918,1.28293209600313e-08,9.00735382290146e-09,8.9345165e-09,2.813941e-08,2.62072109125683e-08,2.06521495262263e-08,2.115224e-08,5.0655245e-08,3.43142778461538e-08,2.8234596051272e-08,2.9602109e-08,6.4444418e-08,4.8606334952381e-08,4.25872676100837e-08,4.34511445e-08,8.48065804e-08,1.57787492333333e-07,1.56251748561483e-07,1.72593117e-07,1.729380898e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",3.50768645357686
"508",508,513.5,"Canada, Calvert Island",-128.0853667,51.6521,"2017-12-02 16:10:00","2021-06-04 23:30:00","Temperate",10,0.22997919881539,368729,367881,1.1452951531348e-08,8.048524414849e-09,8.278925e-09,2.5454602e-08,2.38515605081967e-08,1.86699205211751e-08,1.9080881e-08,4.65940782e-08,3.13072415714286e-08,2.53543997576631e-08,2.7389891e-08,6.6381969e-08,4.46261133095238e-08,3.81573290752913e-08,3.87062195e-08,8.12551885e-08,1.47698379e-07,1.45746650436073e-07,1.61978697e-07,1.65131705e-07,"Jennifer Jackson","Same as PI","Jennifer Jackson","spatial_block_108",3.50768645357686
"509",509,514,"Canada, Choked Interior",-128.11869,51.675565,"2016-10-14 23:00:00","2020-10-22 09:00:00","Temperate",7.8,16.0911386658344,35243,29572,1.47871895166531e-08,8.65842696545482e-09,7.598297e-09,3.7499142e-08,3.54493580510204e-08,2.3009672228845e-08,2.0299708e-08,8.54079374e-08,4.5565840755102e-08,3.15752026584458e-08,2.9408704e-08,9.67490356e-08,6.19113517391304e-08,4.70043129034624e-08,4.7766445e-08,1.179782148e-07,1.78639885e-07,1.78572912548389e-07,1.78639885e-07,1.825528106e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",4.02305936073059
"510",510,515,"Canada, Addenbroke ",-127.863543,51.607333,"2016-10-14 23:00:00","2019-08-31 14:00:00","Temperate",8.1,22.4817576142132,25216,19547,2.07919743837638e-08,1.13498954352049e-08,9.731723e-09,5.58905544e-08,4.31341433421053e-08,2.70332740430083e-08,2.15263865e-08,9.75613511e-08,5.39095302631579e-08,3.44524700106943e-08,3.010892e-08,1.091851302e-07,7.6482951e-08,5.41049001209756e-08,4.8897681e-08,1.375812162e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.87842465753425
"511",511,516,"Canada, Athabaskin ",-128.300805,52.024081,"2017-11-22 13:00:00","2019-07-11 13:00:00","Temperate",7.8,62.3208668297798,14305,5390,7.68071001345291e-09,5.30394749041383e-09,5.105985e-09,1.6676893e-08,9.41379625e-09,8.46227093960146e-09,9.0058065e-09,1.6006082e-08,1.3007607875e-08,1.22562951883983e-08,1.1406863e-08,1.85994506e-08,1.887958175e-08,1.86557921022815e-08,1.8711359e-08,2.18661413e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.63287671232877
"512",512,517,"Canada, Bone Inlet",-128.3508,52.0775,"2017-11-22 13:00:00","2019-03-21 13:00:00","Temperate",7.8,0,11617,11617,9.88549815320911e-09,6.6146465404977e-09,6.411204e-09,2.35176524e-08,2.09035839130435e-08,1.58738846542589e-08,1.4345986e-08,4.44540884e-08,2.74999964411765e-08,2.20780430809133e-08,1.94975005e-08,5.14936626e-08,3.93412455625e-08,3.38153347081994e-08,3.21234e-08,7.11986045e-08,1.629621e-07,1.629621e-07,1.629621e-07,1.629621e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.32602739726027
"513",513,518,"Canada, Flat Island",-128.1236333,51.67448333,"2016-10-14 23:00:00","2020-08-16 13:00:00","Temperate",6.3,17.7086120277059,33639,27682,1.35481987960069e-08,8.82129573469693e-09,8.0876125e-09,3.2009921e-08,3.14477841219512e-08,2.10184127562774e-08,1.73869955e-08,8.25860594e-08,4.02744925121951e-08,2.86279429239832e-08,2.3202308e-08,8.8420991e-08,5.41119932105263e-08,4.16682346621306e-08,3.5457408e-08,1.050158422e-07,1.69786332e-07,1.69786332e-07,1.69786332e-07,1.69786332e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.83995433789954
"514",514,519,"Canada, Sandspit ",-128.1163,51.67903539,"2016-10-14 23:00:00","2017-11-29 10:00:00","Temperate",7.8,57.4705643524158,9852,4190,5.64244682183908e-09,4.68547991390367e-09,4.597994e-09,1.02178393e-08,1.35337380833333e-08,1.22270919392376e-08,1.2816232e-08,2.07588232e-08,1.97178661666667e-08,1.78566487331474e-08,1.5722991e-08,3.39639591e-08,2.80402696e-08,2.56188835119741e-08,2.4879361e-08,4.16234236e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.12454337899543
"515",515,520,"Canada, Sandspit ",-128.1163,51.67904,"2017-11-29 11:00:00","2019-09-28 06:00:00","Temperate",7.8,44.141502370851,16028,8953,2.02297937715054e-08,1.20228963032308e-08,1.18247415e-08,5.14660929e-08,3.33585749787234e-08,2.35546484340679e-08,2.0402796e-08,7.26129034e-08,4.27864767391304e-08,3.1563807040945e-08,2.6317706e-08,8.34839994e-08,5.80834541818182e-08,4.60741220037431e-08,3.6865578e-08,1.14441139e-07,1.7775724e-07,1.7775724e-07,1.7775724e-07,1.7775724e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.82956621004566
"516",516,521.1,"Canada, Dawson ",-127.592,51.574,"2016-10-14 23:00:00","2020-06-28 04:00:00","Temperate",2.8,17.4708818635607,32454,26784,2.52063938780269e-08,1.83193789721358e-08,1.8235634e-08,5.57586572e-08,5.54202642469136e-08,4.20619254306439e-08,3.9921106e-08,1.03773586e-07,7.1927530575e-08,5.56503975385616e-08,4.8902301e-08,1.29735032e-07,1.06510993947368e-07,8.41438187070024e-08,7.5360034e-08,1.758165996e-07,4.17886475e-07,4.17886475e-07,4.17886475e-07,4.17886475e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.7046803652968
"517",517,521.2,"Canada, Dawson ",-127.592,51.574,"2017-11-22 13:00:00","2020-06-28 02:00:00","Temperate",3.8,0.030747606079241,22766,22759,1.95751974149947e-08,1.34717683177981e-08,1.2991465e-08,4.47777834e-08,4.55660366888889e-08,3.66897254845811e-08,3.2672028e-08,8.78405446e-08,6.09385284411765e-08,4.946953239276e-08,4.1648178e-08,1.159709233e-07,8.18553356774193e-08,6.71952676420124e-08,5.4810779e-08,1.48326139e-07,3.137013925e-07,3.12187169312387e-07,3.137013925e-07,3.383296361e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.59874429223744
"518",518,521.3,"Canada, Dawson ",-127.592,51.574,"2016-10-14 23:00:00","2019-08-31 11:00:00","Temperate",4.8,22.4804664260501,25213,19545,3.02894340221402e-08,1.46644270019535e-08,1.1533413e-08,9.9126449e-08,6.63186187894737e-08,3.91273836101879e-08,2.57762305e-08,1.486813701e-07,7.8967008e-08,4.91753917926298e-08,3.0853587e-08,1.58019921e-07,1.07072445555556e-07,7.37295557105023e-08,5.8946609e-08,1.94625578e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.87808219178082
"519",519,521.4,"Canada, Dawson ",-127.592,51.574,"2016-10-14 23:00:00","2020-06-28 05:00:00","Temperate",7.8,17.4703435526113,32455,26785,1.19080594672646e-08,7.84933321965777e-09,8.339817e-09,2.62237162e-08,2.47934734691358e-08,1.87280431411537e-08,1.9618689e-08,4.464536e-08,3.2504959925e-08,2.56726584767042e-08,2.48978405e-08,6.10477111e-08,4.65763751052632e-08,3.89199475855191e-08,3.6518296e-08,7.54696282e-08,1.50478761e-07,1.50478761e-07,1.50478761e-07,1.50478761e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.70479452054795
"520",520,522,"Canada, Ethel Island",-127.5276,51.55408,"2017-11-22 13:00:00","2020-08-17 14:00:00","Temperate",7.9,0.0792393026941363,23978,23959,8.27312667670683e-09,5.97479452384442e-09,7.058602e-09,1.5982476e-08,1.59188458601399e-08,1.3132102846814e-08,1.4344855e-08,2.69387452e-08,2.08337754225352e-08,1.8043996990232e-08,1.9377486e-08,3.2982195e-08,2.75896692121212e-08,2.50715182942148e-08,2.6876558e-08,4.05607744e-08,9.4182149e-08,9.39224458123168e-08,9.4182149e-08,9.9773649e-08,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.737100456621
"521",521,523,"Canada, Fish Egg - South Herring",-127.7648,51.60888,"2016-10-14 23:00:00","2020-08-17 12:00:00","Temperate",7.8,17.580654744222,33662,27744,1.73606645493934e-08,9.20807362538844e-09,8.094903e-09,4.54388892e-08,3.90780858809524e-08,2.4220206601818e-08,2.0214878e-08,1.104236359e-07,4.94216358095238e-08,3.2867678972334e-08,2.74062825e-08,1.180242579e-07,6.67761235789474e-08,4.91242328021832e-08,3.6953926e-08,1.36577106e-07,2.2454242e-07,2.2454242e-07,2.2454242e-07,2.2454242e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.8425799086758
"522",522,524,"Canada, Golden ",-128.2126,51.90308,"2016-10-14 23:00:00","2020-07-16 10:00:00","Temperate",7.6,17.2686367505776,32892,27212,9.37997939487632e-09,6.23132229367899e-09,5.8453555e-09,2.18662105e-08,2.22458088095238e-08,1.59078918998827e-08,1.3852337e-08,4.29599246e-08,3.24096763571429e-08,2.32096118830116e-08,1.9472944e-08,5.87613068e-08,4.84721167894737e-08,3.64080013181165e-08,3.2177292e-08,8.91394956e-08,1.9974708e-07,1.9974708e-07,1.9974708e-07,1.9974708e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.7546803652968
"523",523,525,"Canada, Kelpie Point",-127.9966,51.7339,"2016-10-14 23:00:00","2020-07-08 08:00:00","Temperate",7.6,24.8302648480029,32698,24579,1.70266933782991e-08,1.04904172074399e-08,9.432554e-09,4.19163674e-08,3.67705327941176e-08,2.68998893053776e-08,2.2397415e-08,6.2932073e-08,4.76284034705882e-08,3.54589934466629e-08,2.5070385e-08,8.76715996e-08,6.647087375e-08,5.15207674981886e-08,4.92058115e-08,1.265953345e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.73253424657534
"524",524,526,"Canada, Kildidt - North Herring ",-128.1591,51.86974,"2016-10-14 23:00:00","2019-08-14 16:00:00","Temperate",7.8,28.7182587666264,24810,17685,1.59935014367347e-08,8.82943088179528e-09,8.508318e-09,4.2751805e-08,1.6018192e-08,1.36220882709069e-08,1.22913765e-08,2.86564415e-08,2.03487209166667e-08,1.81926404902756e-08,1.69254565e-08,3.23758472e-08,3.22678194e-08,2.90411146227939e-08,2.7064238e-08,5.04527052e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.83207762557078
"525",525,527,"Canada, Koeye Midstream",-127.8629,51.78055,"2016-10-16 23:00:00","2019-08-16 13:00:00","Temperate",4.6,22.8483895674608,24807,19139,4.92553842738693e-08,3.94794520845919e-08,4.17572105e-08,9.5564192e-08,9.63939149459459e-08,7.38167793240049e-08,6.2913015e-08,1.868581998e-07,1.13891820315789e-07,8.62621772663366e-08,7.1050804e-08,2.103017938e-07,1.438989365e-07,1.09610137845901e-07,8.53793615e-08,2.861420877e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.83173515981735
"526",526,528,"Canada, Koeye Mouth",-127.8794,51.77378,"2016-10-14 23:00:00","2019-08-16 15:00:00","Temperate",8.2,40.3306915556986,24857,14832,1.51387933571429e-08,8.18146307826382e-09,7.7961645e-09,4.14494505e-08,1.5904600125e-08,1.3998495564323e-08,1.55141965e-08,2.85248689e-08,2.01814143333333e-08,1.85601542828364e-08,1.8184945e-08,3.18748558e-08,2.87449746e-08,2.66500794876514e-08,2.3544732e-08,4.24422616e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.83744292237443
"527",527,529,"Canada, Kwakshua Mouth",-127.9611,51.64579,"2017-11-22 13:00:00","2019-06-23 15:00:00","Temperate",7.9,0,13875,13875,2.17038362409012e-08,1.15255216284682e-08,1.0483558e-08,5.9160193e-08,3.98515855365854e-08,2.71973201511934e-08,2.3854566e-08,8.93670409e-08,4.98552755121951e-08,3.67220577385886e-08,3.4696388e-08,1.05299571e-07,6.45341472105263e-08,5.00575667373551e-08,4.4553783e-08,1.2520362e-07,2.16674761e-07,2.16674761e-07,2.16674761e-07,2.16674761e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.5837899543379
"528",528,530,"Canada, Kwakume Inlet",-127.8763,51.70431,"2016-10-16 23:00:00","2019-09-01 14:00:00","Temperate",8.8,22.4992060971737,25192,19524,1.12164068078818e-08,6.18471723887049e-09,5.7927905e-09,2.78453513e-08,3.40255845384615e-08,1.99141122727888e-08,1.4375366e-08,7.21736338000001e-08,4.596124305e-08,2.87131185886148e-08,1.97877675e-08,1.112193564e-07,6.58596507777778e-08,4.66071921343095e-08,4.2542205e-08,1.436177682e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.87568493150685
"529",529,531,"Canada, Louisa Bay",-128.3875,52.1019,"2017-11-22 13:00:00","2019-03-21 13:00:00","Temperate",7.8,0,11617,11617,7.80088566045549e-09,5.40281306152913e-09,5.337702e-09,1.7332098e-08,1.91981213043478e-08,1.5051316920327e-08,1.4157667e-08,3.99267226e-08,2.64932190294118e-08,2.14322977784142e-08,1.9444565e-08,4.5949413e-08,3.9916624125e-08,3.41666599804158e-08,3.0958429e-08,7.37259625e-08,1.59096609e-07,1.59096609e-07,1.59096609e-07,1.59096609e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.32602739726027
"530",530,532,"Canada, Manley ",-128.1996,51.80093,"2016-10-14 23:00:00","2020-07-26 11:00:00","Temperate",5.8,17.9307638909848,33133,27192,1.29186834106195e-08,8.33791573223224e-09,7.6493665e-09,3.32034284e-08,2.7570833175e-08,2.08406942755171e-08,1.87664595e-08,5.59559695e-08,3.936828945e-08,3.0201999826277e-08,2.90610825e-08,6.98665364e-08,5.77469058947368e-08,4.66026546175493e-08,4.4910092e-08,9.2585273e-08,2.29124075e-07,2.29124075e-07,2.29124075e-07,2.29124075e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.78219178082192
"531",531,533,"Canada, McMullin NE",-128.4067,52.07047,"2016-10-14 23:00:00","2019-08-08 13:00:00","Temperate",10.3,34.2415764505535,24663,16218,1.20036717881481e-08,6.60402536494057e-09,5.303114e-09,3.30864238e-08,1.01175100833333e-08,8.95922766423597e-09,9.008029e-09,1.29223805e-08,1.33243088333333e-08,1.19889252286994e-08,1.233464e-08,1.6902042e-08,2.32696076e-08,2.03971896150574e-08,2.181363e-08,3.7160492e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.81529680365297
"532",532,534,"Canada, McMullin South",-128.4031,52.05014,"2016-10-14 23:00:00","2019-08-08 14:00:00","Temperate",7.3,34.2401881284463,24664,16219,1.01387098696296e-08,7.95867880646466e-09,8.134535e-09,1.99277348e-08,1.5521281375e-08,1.4134745589778e-08,1.3618035e-08,2.31362242e-08,2.02206711666667e-08,1.87084682572977e-08,1.6719285e-08,3.23146892e-08,3.24970618e-08,2.89913496654817e-08,2.5459659e-08,5.2471744e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.81541095890411
"533",533,535,"Canada, McNaughton ",-128.2322,51.9554,"2017-11-22 13:00:00","2018-08-28 11:00:00","Temperate",7.8,0,6695,6695,4.15537267266187e-09,3.24251056649533e-09,3.0865715e-09,8.8984527e-09,1.3674189625e-08,1.03748884372435e-08,1.1095947e-08,2.72140981e-08,2.023318645e-08,1.61417363976128e-08,1.893585e-08,3.71480015e-08,3.05289988888889e-08,2.67246004434408e-08,2.7981792e-08,4.9616421e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",0.764155251141553
"534",534,536,"Canada, Mercury ",-128.0711,51.7439,"2016-10-14 23:00:00","2020-07-15 10:00:00","Temperate",7.8,33.439819885603,32868,21877,1.39024985434543e-08,8.74672740209031e-09,8.16738e-09,3.37822114e-08,1.55622878333333e-08,1.3735407143752e-08,1.27127935e-08,2.74811032e-08,1.99244209166667e-08,1.81242636511804e-08,1.55660685e-08,3.56777874e-08,2.86925742e-08,2.61149707359455e-08,2.2650199e-08,4.4184197e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.75194063926941
"535",535,537,"Canada, Mustang - North Herring",-128.0531,51.81301,"2016-10-14 23:00:00","2019-09-01 10:00:00","Temperate",7.8,22.4599778094785,25236,19568,1.27514856093366e-08,7.11661086175732e-09,7.376834e-09,3.20591904e-08,3.74417526842105e-08,2.31687125832833e-08,2.0590786e-08,8.12297576e-08,5.07991193157895e-08,3.35865128317908e-08,2.2324626e-08,1.033231996e-07,7.37107551111111e-08,5.21677214036055e-08,4.3225364e-08,1.43289855e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.88070776255708
"536",536,538,"Canada, Nalau ",-128.098,51.7842,"2016-10-15 23:00:00","2020-07-24 14:00:00","Temperate",7.4,18.8089765303653,33064,26845,1.77195657305282e-08,1.28522507505739e-08,1.1899182e-08,3.93151284e-08,3.08519998666667e-08,2.25941447303265e-08,2.0523004e-08,7.1260391e-08,3.90377893421053e-08,2.92912994692305e-08,2.3703245e-08,8.21193786e-08,5.54504936842105e-08,4.3606217672848e-08,3.8652084e-08,1.010302586e-07,1.87219844e-07,1.87219844e-07,1.87219844e-07,1.87219844e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.77431506849315
"537",537,539,"Canada, South Nalau Island",-128.0316,51.7511,"2017-11-22 13:00:00","2019-03-28 08:00:00","Temperate",7.8,0,11780,11780,7.37014574081633e-09,5.39170467232546e-09,5.822288e-09,1.54173993e-08,1.87489223285714e-08,1.57723054539158e-08,1.7830242e-08,3.17009851e-08,2.61040613428571e-08,2.31280565453463e-08,2.3995198e-08,4.04840824e-08,3.77921776875e-08,3.38665629261558e-08,3.5555958e-08,6.7275473e-08,1.42254969e-07,1.42254969e-07,1.42254969e-07,1.42254969e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",1.34463470319635
"538",538,540,"Canada, Namu - North Herring",-127.8646,51.86617,"2016-10-14 23:00:00","2020-08-17 10:00:00","Temperate",7.8,24.1206179441474,33660,25541,2.33793769510818e-08,9.19316462818305e-09,7.20396e-09,7.63257068e-08,4.44403533846154e-08,2.47949679864238e-08,2.216787e-08,1.043374988e-07,5.7841245e-08,3.32713634518147e-08,3.360823e-08,1.217446374e-07,7.54803355555556e-08,4.68279676568178e-08,3.7451234e-08,1.484368178e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.84235159817352
"539",539,541,"Canada, North Beach",-128.1404,51.66712,"2016-10-14 23:00:00","2019-07-10 15:00:00","Temperate",7.8,23.6180065918478,23969,18308,1.10402901692913e-08,7.32199795268524e-09,6.5442585e-09,2.63134269e-08,2.7320664e-08,1.83608552328632e-08,1.5386945e-08,6.1073922e-08,3.68460472e-08,2.55775850102393e-08,1.9512598e-08,7.13855462e-08,5.87380248571429e-08,4.33356815993608e-08,3.3218637e-08,1.225663082e-07,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.73607305936073
"540",540,542,"Canada, Pruth Bay",-128.1188,51.64736,"2016-10-14 23:00:00","2020-08-16 14:00:00","Temperate",7.8,16.9411414982164,33640,27941,1.75127329716251e-08,1.00225169244393e-08,1.0339562e-08,4.49683312e-08,3.78058829318182e-08,2.61492938792217e-08,2.72283275e-08,7.52489542e-08,5.08529568863636e-08,3.68407109238522e-08,4.00836365e-08,9.3317229e-08,7.03082614e-08,5.60754384805464e-08,5.40079665e-08,1.132611424e-07,2.19050132e-07,2.19050132e-07,2.19050132e-07,2.19050132e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.84006849315068
"541",541,543,"Canada, Pruth Pocket",-128.1161,51.65912,"2016-10-14 23:00:00","2019-04-28 19:00:00","Temperate",7.8,40.7092390081454,22221,13175,1.77547885310219e-08,1.04377850926147e-08,1.0309722e-08,4.47630893e-08,2.369351925e-08,1.96869287042966e-08,2.1093139e-08,4.34681545e-08,3.16833116666667e-08,2.76815145520318e-08,3.3357096e-08,4.83718074e-08,4.36041524e-08,3.97496486993591e-08,4.5889329e-08,6.19557506e-08,NA,NA,NA,NA,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.5365296803653
"542",542,544,"Canada, Rattenbury ",-128.074,51.70119,"2016-10-15 23:00:00","2020-07-15 10:00:00","Temperate",6.8,17.2999634636463,32844,27162,1.4409880959292e-08,8.53112168126852e-09,7.363876e-09,3.8040149e-08,3.21514841445783e-08,2.10568385993238e-08,1.8832135e-08,7.75421042e-08,4.13755340238095e-08,2.96042118842404e-08,2.27826355e-08,8.57815079e-08,5.55896892105263e-08,4.23542108875324e-08,3.730196e-08,1.073732056e-07,1.80423e-07,1.80423e-07,1.80423e-07,1.80423e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",3.74920091324201
"543",543,545,"Canada, Bull Island",-127.6616,51.42205,"2017-11-22 13:00:00","2020-08-20 06:00:00","Temperate",6.5,33.8490974128608,24042,15904,1.04874776727273e-08,6.44132787765913e-09,5.8044745e-09,2.81588111e-08,2.27663086914894e-08,1.60130756614803e-08,1.27500275e-08,5.30343532e-08,2.89572987446809e-08,2.10500743018972e-08,1.9165665e-08,5.88058934e-08,3.89192432272727e-08,2.98454745078494e-08,2.5903423e-08,7.62414526e-08,1.20802315e-07,1.20189152621041e-07,1.20802315e-07,1.305270678e-07,"Margot Hessing-Lewis","Same as PI","Margot Hessing-Lewis","spatial_block_108",2.74440639269406
